EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,YEAR,LOGWKS 
37,52,0,0,0,1,1,0,0,16,0,7.2813900,6,3.9512437 
38,50,0,0,0,1,1,0,0,16,0,7.4933200,7,3.9120230 
11,47,1,0,0,0,1,0,1,12,0,6.5496500,1,3.8501476 
12,45,1,0,0,0,1,0,1,12,0,6.8351800,2,3.8066625 
13,48,1,0,0,0,1,0,1,12,0,6.7979400,3,3.8712010 
14,48,1,0,0,0,1,0,1,12,0,6.8012800,4,3.8712010 
15,48,1,0,0,0,1,0,1,12,0,6.9107500,5,3.8712010 
16,51,1,1,0,0,1,0,1,12,0,6.6908400,6,3.9318256 
17,49,1,1,0,0,1,0,1,12,0,6.4769700,7,3.8918203 
11,52,0,1,1,1,1,0,0,16,0,6.4457200,1,3.9512437 
12,50,0,1,1,1,1,0,0,16,0,6.6200700,2,3.9120230 
13,50,0,1,1,1,1,0,0,16,0,6.6970300,3,3.9120230 
14,50,0,1,1,1,1,0,0,16,0,6.8297900,4,3.9120230 
15,50,0,1,1,1,1,0,0,16,0,6.9077600,5,3.9120230 
16,51,0,1,1,1,1,0,0,16,0,6.7226300,6,3.9318256 
17,52,0,1,1,1,1,0,0,16,0,6.7202200,7,3.9512437 
7,46,1,0,1,0,1,0,0,9,0,6.0520900,1,3.8286414 
8,50,1,0,1,0,1,0,0,9,0,6.2146100,2,3.9120230 
9,49,1,0,1,0,1,0,0,9,0,6.4377500,3,3.8918203 
10,48,1,0,1,0,1,0,0,9,0,6.5861700,4,3.8712010 
11,50,1,0,1,0,1,0,0,9,0,6.6846100,5,3.9120230 
12,50,1,0,1,0,1,0,0,9,0,6.7452400,6,3.9120230 
13,40,1,0,1,0,1,0,0,9,0,6.9077600,7,3.6888795 
20,50,1,1,1,0,0,1,0,7,0,5.5333900,1,3.9120230 
21,50,1,1,1,0,0,1,0,7,0,5.8200800,2,3.9120230 
22,50,1,1,1,0,0,1,0,7,0,5.8999000,3,3.9120230 
23,50,1,1,1,0,0,1,0,7,0,5.9763500,4,3.9120230 
24,49,1,1,1,0,0,1,0,7,0,6.0520900,5,3.8918203 
25,48,1,1,1,0,0,1,0,7,0,6.1290500,6,3.8712010 
26,39,1,1,1,0,0,1,0,7,0,6.2126100,7,3.6635616 
29,47,0,1,0,0,1,0,0,12,0,6.6846100,1,3.8501476 
30,48,0,1,0,0,1,0,0,12,0,6.6846100,2,3.8712010 
31,47,0,1,0,0,1,0,0,12,0,6.7742200,3,3.8501476 
32,45,0,1,0,0,1,0,0,12,0,6.8458800,4,3.8066625 
33,45,0,1,0,0,1,0,0,12,0,7.0255400,5,3.8066625 
34,45,0,1,0,0,1,0,0,12,0,7.0884100,6,3.8066625 
35,45,0,1,0,0,1,0,0,12,0,7.1309000,7,3.8066625 
8,50,0,0,0,1,0,0,0,13,0,6.3969300,1,3.9120230 
9,50,0,0,0,1,0,0,0,13,0,6.5191500,2,3.9120230 
10,48,0,0,0,1,0,0,0,13,0,6.6039400,3,3.8712010 
11,50,0,0,0,1,0,0,0,13,0,6.7381500,4,3.9120230 
12,49,0,0,0,1,0,0,0,13,0,6.8426800,5,3.8918203 
13,48,0,0,0,1,0,0,0,13,0,6.9077600,6,3.8712010 
14,50,0,0,0,1,0,0,0,13,0,7.0900800,7,3.9120230 
3,43,0,0,0,0,1,0,0,17,0,6.1737900,1,3.7612001 
4,38,0,0,0,0,1,0,0,17,0,6.3368300,2,3.6375862 
5,36,0,0,0,0,1,0,0,17,0,6.3543700,3,3.5835189 
6,36,0,0,0,0,1,0,0,17,0,6.3952600,4,3.5835189 
7,36,0,0,0,0,1,0,1,17,0,6.5510800,5,3.5835189 
8,37,0,0,0,0,1,0,1,17,0,6.6846100,6,3.6109179 
9,38,0,0,0,0,1,0,0,17,0,6.7310200,7,3.6375862 
20,48,1,1,0,0,1,0,1,11,0,6.1633100,1,3.8712010 
21,47,1,1,0,0,1,0,1,11,0,6.2422200,2,3.8501476 
22,48,1,1,0,0,1,0,1,11,0,6.3664700,3,3.8712010 
23,47,1,1,0,0,1,0,1,11,0,6.4425400,4,3.8501476 
24,47,1,1,0,0,1,0,1,11,0,6.5102600,5,3.8501476 
25,45,1,1,0,0,1,0,1,11,0,6.6240700,6,3.8066625 
26,47,1,1,0,0,1,0,1,11,0,6.7153800,7,3.8501476 
7,50,0,0,1,1,0,1,0,12,0,5.9080800,1,3.9120230 
8,50,0,0,1,1,0,1,0,12,0,5.9269300,2,3.9120230 
9,51,0,0,1,1,0,1,0,12,0,6.1070200,3,3.9318256 
10,51,0,0,1,1,0,1,0,12,0,6.2614900,4,3.9318256 
11,48,0,0,1,1,0,1,0,12,0,6.2614900,5,3.8712010 
12,50,0,0,1,1,0,1,0,12,0,6.3171600,6,3.9120230 
13,50,0,0,1,1,0,1,0,12,0,6.4248700,7,3.9120230 
19,46,0,0,0,1,1,0,0,9,0,6.0799300,1,3.8286414 
20,52,0,0,0,1,1,0,0,9,0,6.0799300,2,3.9512437 
21,51,0,0,0,1,1,0,0,9,0,6.1377300,3,3.9318256 
22,50,0,0,0,1,1,0,0,9,0,6.1882600,4,3.9120230 
23,51,0,0,0,1,1,0,0,9,0,6.1882600,5,3.9318256 
24,51,0,0,0,1,1,0,0,9,0,5.9661500,6,3.9318256 
25,52,0,0,0,1,1,0,0,9,0,6.0161600,7,3.9512437 
32,50,1,0,1,0,1,0,1,9,0,6.4769700,1,3.9120230 
33,48,1,0,1,0,1,0,1,9,0,6.5366900,2,3.8712010 
34,45,1,0,1,0,1,0,0,9,0,6.5861700,3,3.8066625 
35,38,1,0,1,0,1,0,1,9,0,6.6720300,4,3.6375862 
36,28,1,0,1,0,1,0,1,9,0,6.8023900,5,3.3322045 
37,44,1,0,1,0,1,0,1,9,0,6.9373100,6,3.7841896 
38,46,1,0,1,0,1,0,1,9,0,7.0475200,7,3.8286414 
25,45,1,0,1,0,1,0,1,12,0,6.5467900,1,3.8066625 
26,48,1,0,1,0,1,0,1,12,0,6.6846100,2,3.8712010 
27,42,1,0,1,0,1,0,1,12,0,6.9077600,3,3.7376696 
28,36,1,0,1,0,1,0,1,12,0,6.6945600,4,3.5835189 
29,48,1,0,1,0,1,0,1,12,0,6.9077600,5,3.8712010 
30,34,1,0,1,0,1,0,1,12,0,6.9382800,6,3.5263605 
31,34,1,0,1,0,1,0,1,12,0,7.0483900,7,3.5263605 
12,48,0,0,0,1,1,0,0,13,0,6.9057500,1,3.8712010 
13,50,0,0,0,1,1,0,0,13,0,6.9057500,2,3.9120230 
14,50,0,0,0,0,1,0,0,13,0,7.3427800,3,3.9120230 
15,49,0,0,0,0,1,0,0,13,0,7.4759100,4,3.8918203 
16,49,0,0,0,1,1,0,0,13,0,7.5010800,5,3.8918203 
17,49,0,0,0,1,1,0,0,13,0,7.2174400,6,3.8918203 
18,47,0,0,0,1,1,0,0,13,0,7.8728400,7,3.8501476 
13,51,0,0,0,1,1,0,0,17,0,6.9057500,1,3.9318256 
14,35,0,0,0,1,1,0,0,17,0,6.9057500,2,3.5553481 
15,52,0,0,0,1,1,0,0,17,0,7.3132200,3,3.9512437 
16,52,0,0,0,1,1,0,0,17,0,7.7066100,4,3.9512437 
17,52,0,0,0,1,1,0,0,17,0,6.9828600,5,3.9512437 
18,52,0,0,0,1,1,0,0,17,0,7.4673700,6,3.9512437 
19,51,0,0,0,1,1,0,0,17,0,7.9193600,7,3.9318256 
15,22,1,0,0,1,0,1,0,11,1,5.3936300,1,3.0910425 
16,46,1,0,0,1,0,1,0,11,1,5.5214600,2,3.8286414 
17,50,1,0,0,1,0,1,1,11,1,5.7525700,3,3.9120230 
18,49,1,0,0,1,0,1,1,11,1,5.7525700,4,3.8918203 
19,50,1,0,0,1,0,1,1,11,1,5.8141300,5,3.9120230 
20,41,1,0,0,1,0,1,0,11,1,5.9532400,6,3.7135721 
21,42,1,0,0,1,0,1,0,11,1,6.0520900,7,3.7376696 
23,49,0,0,0,0,1,0,0,17,0,6.5510800,1,3.8918203 
24,40,0,0,0,0,1,0,0,17,0,6.6720300,2,3.6888795 
25,44,0,0,0,0,1,0,0,17,0,6.6656800,3,3.7841896 
26,43,0,0,0,0,1,0,0,17,0,6.6720300,4,3.7612001 
27,41,0,0,0,0,1,0,0,17,0,6.7153800,5,3.7135721 
28,40,0,0,0,0,1,0,0,17,0,6.8023900,6,3.6888795 
29,42,0,0,0,0,1,0,0,17,0,6.8977000,7,3.7376696 
34,39,1,1,0,0,0,0,1,8,0,6.6200700,1,3.6635616 
35,48,1,1,0,0,0,0,1,8,0,6.6200700,2,3.8712010 
36,48,1,1,0,0,0,0,1,8,0,6.7153800,3,3.8712010 
37,48,1,1,0,0,0,0,1,8,0,6.8023900,4,3.8712010 
38,47,1,1,0,0,0,0,1,8,0,6.8564600,5,3.8501476 
39,45,1,1,0,0,0,0,1,8,0,6.9077600,6,3.8066625 
40,45,1,1,0,0,0,0,1,8,0,6.9565500,7,3.8066625 
30,49,0,1,0,1,1,0,0,10,0,6.7742200,1,3.8918203 
31,48,0,1,0,1,1,0,0,10,0,6.9057500,2,3.8712010 
32,49,0,1,0,1,1,0,0,10,0,6.9077600,3,3.8918203 
33,49,0,1,0,1,1,0,0,10,0,7.3696000,4,3.8918203 
34,52,0,1,0,1,1,0,0,10,0,7.4529800,5,3.9512437 
35,49,0,1,0,1,1,0,0,10,0,7.6496900,6,3.8918203 
36,48,0,1,0,1,1,0,1,10,0,7.5496100,7,3.8712010 
7,49,0,1,0,1,1,0,0,17,0,6.9057500,1,3.8918203 
8,48,0,1,0,1,1,0,0,17,0,6.9057500,2,3.8712010 
9,49,0,1,0,1,1,0,0,17,0,7.0900800,3,3.8918203 
10,49,0,1,0,1,1,0,0,17,0,7.2078600,4,3.8918203 
11,47,0,1,0,1,1,0,0,17,0,7.3132200,5,3.8501476 
12,49,0,1,0,1,1,0,0,17,0,7.2011700,6,3.8918203 
13,49,0,1,0,1,1,0,0,17,0,7.6009000,7,3.8918203 
27,48,0,0,0,1,1,0,0,11,0,6.9057500,1,3.8712010 
28,49,1,0,0,1,1,0,0,11,0,6.9057500,2,3.8918203 
29,49,1,0,0,1,1,0,0,11,0,7.0030700,3,3.8918203 
30,51,1,0,0,1,1,0,0,11,0,7.0900800,4,3.9318256 
31,48,1,0,0,1,1,0,0,11,0,7.1309000,5,3.8712010 
32,49,1,0,0,1,1,0,0,11,0,7.0817100,6,3.8918203 
33,48,1,1,0,1,1,0,0,11,0,7.2442300,7,3.8712010 
24,49,0,0,0,1,1,0,0,12,0,6.2860000,1,3.8918203 
25,48,1,0,0,1,1,0,0,12,0,6.3543700,2,3.8712010 
26,49,1,0,0,1,1,0,0,12,0,6.4377500,3,3.8918203 
27,49,1,0,0,1,1,0,0,12,0,6.4377500,4,3.8918203 
28,49,1,0,0,1,1,0,0,12,0,6.4769700,5,3.8918203 
29,49,1,0,0,1,1,0,0,12,0,6.5510800,6,3.8918203 
30,49,1,0,0,1,1,0,0,12,0,6.5510800,7,3.8918203 
35,48,0,0,1,1,1,0,0,16,1,6.2634000,1,3.8712010 
36,50,0,0,1,1,1,0,0,16,1,6.1737900,2,3.9120230 
37,50,0,0,1,1,1,0,0,16,1,6.1092500,3,3.9120230 
38,46,0,0,1,1,1,0,0,16,1,6.1092500,4,3.8286414 
39,52,0,0,1,1,1,0,0,16,1,6.3099200,5,3.9512437 
40,51,0,0,1,1,1,0,0,16,1,6.2146100,6,3.9318256 
41,50,0,0,1,1,1,0,0,16,1,6.3969300,7,3.9120230 
17,49,0,0,1,1,1,0,0,17,0,6.8564600,1,3.8918203 
18,49,0,0,1,1,1,0,0,17,0,6.9057500,2,3.8918203 
19,49,0,0,1,1,1,0,0,17,0,7.0475200,3,3.8918203 
20,49,0,0,1,1,1,0,0,17,0,7.1309000,4,3.8918203 
21,47,0,0,1,1,1,0,0,17,0,7.2442300,5,3.8501476 
22,48,0,0,1,1,1,0,0,17,0,6.9948500,6,3.8712010 
23,48,0,0,1,1,1,0,0,17,0,7.5496100,7,3.8712010 
4,49,0,0,0,0,1,0,0,13,0,6.0520900,1,3.8918203 
5,50,0,0,0,0,1,0,0,13,0,6.0520900,2,3.9120230 
6,50,0,0,0,0,1,0,0,13,0,6.2146100,3,3.9120230 
7,51,0,0,0,0,1,0,0,13,0,6.3332800,4,3.9318256 
8,50,0,0,0,0,1,0,0,13,0,6.4377500,5,3.9120230 
9,49,0,0,0,0,1,0,0,13,0,6.1923600,6,3.8918203 
10,49,0,0,0,0,1,0,0,13,0,6.5323300,7,3.8918203 
11,46,1,1,0,0,1,0,1,12,0,6.3153600,1,3.8286414 
12,12,1,1,0,0,1,0,1,12,0,6.3332800,2,2.4849066 
13,49,1,1,0,0,1,0,1,12,0,6.4019200,3,3.8918203 
14,49,1,1,0,0,1,0,1,12,0,6.5410300,4,3.8918203 
15,48,1,1,0,0,1,0,1,12,0,6.5467900,5,3.8712010 
16,49,1,1,0,0,1,0,1,12,0,6.6502800,6,3.8918203 
17,49,1,1,0,0,1,0,1,12,0,6.6883500,7,3.8918203 
19,48,0,0,0,1,1,0,0,12,0,6.8134400,1,3.8712010 
20,43,0,0,0,1,1,0,0,12,0,6.8023900,2,3.7612001 
21,48,0,0,0,1,1,0,1,12,0,6.9565500,3,3.8712010 
22,48,0,0,0,1,1,0,0,12,0,7.0884100,4,3.8712010 
23,48,0,0,0,1,1,0,1,12,0,7.3645500,5,3.8712010 
24,50,0,0,0,1,1,0,0,12,0,7.4955400,6,3.9120230 
25,50,1,0,0,1,1,0,1,12,0,7.2108200,7,3.9120230 
33,43,0,0,1,1,1,0,1,12,0,6.4785100,1,3.7612001 
34,41,0,0,1,1,1,0,1,12,0,6.5539300,2,3.7135721 
35,43,0,0,1,1,1,0,1,12,0,6.6280400,3,3.7612001 
36,42,0,0,1,1,1,0,1,12,0,6.7452400,4,3.7376696 
37,41,0,0,1,1,1,0,1,12,0,6.8297900,5,3.7135721 
38,45,0,0,1,0,1,0,1,12,0,7.0900800,6,3.8066625 
39,46,0,0,1,0,1,0,1,12,0,7.0509900,7,3.8286414 
28,44,0,0,0,1,1,0,0,17,0,6.9057500,1,3.7841896 
29,49,0,0,0,1,1,0,0,17,0,6.9057500,2,3.8918203 
30,48,0,0,0,1,1,0,1,17,0,7.2078600,3,3.8712010 
31,45,0,0,0,1,1,0,1,17,0,7.2930200,4,3.8066625 
32,46,0,0,0,1,1,0,1,17,0,7.3777600,5,3.8286414 
33,46,0,0,0,1,1,0,1,17,0,7.1546200,6,3.8286414 
34,46,0,0,0,1,1,0,1,17,0,7.2820700,7,3.8286414 
1,45,1,0,0,1,0,0,0,11,0,5.7037800,1,3.8066625 
2,46,1,0,0,1,0,0,0,11,0,6.2634000,2,3.8286414 
3,43,1,0,0,1,0,0,0,11,0,5.9269300,3,3.7612001 
4,36,1,0,0,1,0,0,0,11,0,5.5214600,4,3.5835189 
5,44,0,0,0,1,0,0,0,11,0,5.9914600,5,3.7841896 
6,47,1,0,0,1,0,0,0,11,0,6.1633100,6,3.8501476 
7,51,1,0,0,1,0,0,0,11,0,6.3543700,7,3.9318256 
12,50,0,1,1,0,1,0,0,14,0,6.1092500,1,3.9120230 
13,49,0,1,1,0,1,0,0,14,0,6.2441700,2,3.8918203 
14,50,0,1,1,0,1,0,0,14,0,6.2822700,3,3.9120230 
15,49,0,1,1,0,1,0,0,14,0,6.3851900,4,3.8918203 
16,50,0,1,1,0,1,0,0,14,0,6.4892000,5,3.9120230 
17,49,0,1,1,0,1,0,0,14,0,6.5567800,6,3.8918203 
18,48,0,1,1,0,1,0,0,14,0,6.7742200,7,3.8712010 
34,30,1,0,0,1,1,0,1,5,0,6.9057500,1,3.4011974 
35,26,1,0,0,1,1,0,1,5,0,6.9057500,2,3.2580965 
36,30,1,0,0,1,1,0,1,5,0,7.0387800,3,3.4011974 
37,36,1,0,0,1,1,0,1,5,0,7.1228700,4,3.5835189 
38,49,1,0,0,1,1,0,1,5,0,7.1228700,5,3.8918203 
39,44,1,0,0,1,1,0,1,5,0,7.1701200,6,3.7841896 
40,52,1,0,0,1,1,0,1,5,0,7.3065300,7,3.9512437 
10,49,0,0,0,1,0,1,0,12,0,6.0234500,1,3.8918203 
11,49,0,0,0,1,0,1,0,12,0,6.2538300,2,3.8918203 
12,49,0,0,0,1,0,1,0,12,0,6.3332800,3,3.8918203 
13,49,0,0,0,1,0,1,0,12,0,6.4769700,4,3.8918203 
14,49,0,0,0,1,0,1,0,12,0,6.4907200,5,3.8918203 
15,49,0,0,0,1,0,1,0,12,0,6.8426800,6,3.8918203 
16,49,0,0,0,1,0,1,0,12,0,6.9017400,7,3.8918203 
30,49,1,1,1,0,1,0,0,12,0,5.5797300,1,3.8918203 
31,52,1,1,1,0,1,0,0,12,0,5.6698800,2,3.9512437 
32,51,1,1,1,0,1,0,0,12,0,5.8260000,3,3.9318256 
33,48,1,1,1,0,1,0,0,12,0,5.8749300,4,3.8712010 
34,50,1,1,1,0,1,0,0,12,0,5.8999000,5,3.9120230 
35,43,1,1,1,0,1,0,0,12,0,6.1092500,6,3.7612001 
36,50,1,1,1,0,1,0,0,12,0,6.1923600,7,3.9120230 
29,47,0,0,0,1,1,0,0,16,0,6.9057500,1,3.8501476 
30,52,0,0,0,1,1,0,0,16,0,6.9057500,2,3.9512437 
31,43,0,0,0,1,1,0,0,16,0,7.1107000,3,3.7612001 
32,48,0,0,0,1,1,0,0,16,0,7.1309000,4,3.8712010 
33,48,0,0,0,1,1,0,0,16,0,6.6707700,5,3.8712010 
34,48,0,0,0,1,1,0,0,16,0,6.9077600,6,3.8712010 
35,48,0,0,0,1,1,0,0,16,0,6.9077600,7,3.8712010 
2,50,0,0,1,1,1,0,0,16,0,6.1463300,1,3.9120230 
3,50,0,0,1,1,1,0,0,16,0,6.5510800,2,3.9120230 
4,50,0,0,0,1,1,0,0,16,0,6.8023900,3,3.9120230 
5,50,0,0,0,1,1,0,0,16,0,6.9077600,4,3.9120230 
6,50,0,0,0,1,1,0,0,16,0,7.0900800,5,3.9120230 
7,50,0,0,0,1,1,0,0,16,0,7.2442300,6,3.9120230 
8,49,0,0,0,1,1,0,0,16,0,7.3132200,7,3.8918203 
16,40,0,0,0,1,0,1,1,17,0,6.6846100,1,3.6888795 
17,40,0,0,0,1,0,1,0,17,0,6.7452400,2,3.6888795 
18,40,0,0,0,1,0,1,1,17,0,6.7452400,3,3.6888795 
19,40,0,0,0,1,0,1,0,17,0,6.8564600,4,3.6888795 
20,39,0,0,0,1,0,1,0,17,0,6.9077600,5,3.6635616 
21,42,0,0,0,1,0,1,0,17,0,6.9077600,6,3.7376696 
22,42,0,1,0,1,0,1,1,17,0,6.9077600,7,3.7376696 
2,50,1,0,0,0,1,0,1,12,0,5.9135000,1,3.9120230 
3,50,1,0,0,0,1,0,1,12,0,6.2402800,2,3.9120230 
4,50,1,0,0,0,1,0,1,12,0,6.3630300,3,3.9120230 
5,50,1,0,0,0,1,0,1,12,0,6.5510800,4,3.9120230 
6,50,1,0,0,0,1,0,1,12,0,6.7153800,5,3.9120230 
7,50,1,0,0,0,1,0,1,12,0,6.8023900,6,3.9120230 
8,50,1,0,0,0,1,0,1,12,0,6.9077600,7,3.9120230 
23,49,0,1,0,1,1,0,0,16,0,6.9057500,1,3.8918203 
24,48,0,1,0,1,1,0,0,16,0,6.9057500,2,3.8712010 
25,49,0,1,0,1,1,0,0,16,0,7.6496900,3,3.8918203 
26,48,0,1,0,1,1,0,0,16,0,7.8823100,4,3.8712010 
27,49,0,1,0,1,1,0,0,16,0,7.8240500,5,3.8918203 
28,48,0,1,0,1,1,0,0,16,0,7.9724700,6,3.8712010 
29,48,0,1,0,1,1,0,0,16,0,8.0471900,7,3.8712010 
27,34,0,0,0,0,1,0,0,17,0,6.0402500,1,3.5263605 
28,49,0,0,0,0,1,0,0,17,0,6.9057500,2,3.8918203 
29,49,0,0,0,0,1,0,0,17,0,6.9565500,3,3.8918203 
30,47,0,0,0,0,1,0,0,17,0,7.0157100,4,3.8501476 
31,46,0,0,0,0,1,0,1,17,0,7.0900800,5,3.8286414 
32,48,0,0,0,0,1,0,0,17,0,7.1309000,6,3.8712010 
33,48,0,0,0,0,1,0,0,17,0,7.0414100,7,3.8712010 
30,46,1,0,0,1,1,0,1,10,0,6.6333200,1,3.8286414 
31,49,1,0,0,1,1,0,1,10,0,6.7153800,2,3.8918203 
32,47,1,1,0,1,1,0,1,10,0,6.8297900,3,3.8501476 
33,50,1,1,0,1,1,0,1,10,0,6.9077600,4,3.9120230 
34,50,1,1,0,1,1,0,0,10,0,7.0030700,5,3.9120230 
35,45,1,1,0,1,1,0,1,10,0,7.0825500,6,3.8066625 
36,39,1,1,0,1,1,0,1,10,0,7.1309000,7,3.6635616 
21,39,1,1,0,0,1,0,1,12,0,6.2324500,1,3.6635616 
22,47,1,1,0,0,1,0,1,12,0,6.3026200,2,3.8501476 
23,48,1,1,0,0,1,0,1,12,0,6.3456400,3,3.8712010 
24,48,1,1,0,0,1,0,1,12,0,6.4723500,4,3.8712010 
25,50,1,1,0,0,1,0,1,12,0,6.4876800,5,3.9120230 
26,48,1,1,0,0,1,0,1,12,0,6.7153800,6,3.8712010 
27,47,1,1,0,0,1,0,1,12,0,6.7452400,7,3.8501476 
18,49,1,1,1,0,1,0,0,7,0,5.9269300,1,3.8918203 
19,48,1,1,1,0,1,0,0,7,0,5.9532400,2,3.8712010 
20,46,1,1,1,0,1,0,0,7,0,6.1092500,3,3.8286414 
21,48,1,1,1,0,1,0,0,7,0,6.1420400,4,3.8712010 
22,46,1,1,1,0,1,0,0,7,0,6.1737900,5,3.8286414 
23,40,1,1,1,0,1,0,0,7,0,6.1737900,6,3.6888795 
24,49,1,1,1,0,1,0,0,7,0,6.1737900,7,3.8918203 
7,48,0,1,0,0,1,0,0,17,0,6.9057500,1,3.8712010 
8,49,0,1,0,0,1,0,0,17,0,6.9057500,2,3.8918203 
9,49,0,1,0,0,1,0,0,17,0,7.1891700,3,3.8918203 
10,49,0,1,0,0,1,0,0,17,0,7.1929300,4,3.8918203 
11,48,0,1,0,1,1,0,0,17,0,7.3777600,5,3.8712010 
12,48,0,1,0,1,1,0,0,17,0,7.3777600,6,3.8712010 
13,48,0,1,0,1,1,0,0,17,0,7.4871700,7,3.8712010 
6,36,0,0,0,0,1,0,0,16,0,6.1633100,1,3.5835189 
7,36,0,0,0,0,1,0,0,16,0,6.1527300,2,3.5835189 
8,43,0,0,0,0,1,0,0,16,0,6.3699000,3,3.7612001 
9,36,0,0,0,0,1,0,0,16,0,6.3801200,4,3.5835189 
10,40,0,0,0,0,1,0,0,16,0,6.3171600,5,3.6888795 
11,40,0,0,0,0,1,0,0,16,0,6.5792500,6,3.6888795 
12,36,0,0,0,0,1,0,0,16,0,6.5930400,7,3.5835189 
32,52,0,0,0,0,0,0,1,12,0,6.7452400,1,3.9512437 
33,50,1,0,0,0,0,0,0,12,0,6.8511800,2,3.9120230 
34,52,1,0,0,0,1,0,0,12,0,6.9077600,3,3.9512437 
35,50,0,0,0,0,1,0,0,12,0,6.9660200,4,3.9120230 
36,50,0,0,0,0,1,0,0,12,0,7.0343900,5,3.9120230 
37,48,0,0,0,0,1,0,0,12,0,6.9206700,6,3.8712010 
38,48,0,0,0,0,1,0,0,12,0,7.0352700,7,3.8712010 
27,47,0,0,0,1,1,0,0,16,0,6.9057500,1,3.8501476 
28,47,0,0,0,1,1,0,0,16,0,6.9057500,2,3.8501476 
29,47,0,0,0,1,1,0,0,16,0,7.8240500,3,3.8501476 
30,47,0,0,0,1,1,0,0,16,0,7.9010100,4,3.8501476 
31,47,0,0,0,1,1,0,0,16,0,7.6732200,5,3.8501476 
32,47,0,0,0,0,1,0,0,16,0,8.0063700,6,3.8501476 
33,49,0,0,0,0,1,0,0,16,0,8.0551600,7,3.8918203 
34,49,1,1,0,1,1,0,1,12,0,6.9057500,1,3.8918203 
35,49,1,1,0,1,1,0,1,12,0,6.9057500,2,3.8918203 
36,49,1,1,0,1,1,0,1,12,0,7.1236700,3,3.8918203 
37,49,1,1,0,1,1,0,1,12,0,7.2392100,4,3.8918203 
38,49,1,0,0,1,1,0,1,12,0,7.4235700,5,3.8918203 
39,49,1,0,0,1,1,0,1,12,0,7.4673700,6,3.8918203 
40,48,1,0,0,1,1,0,1,12,0,7.5574700,7,3.8712010 
15,50,1,0,0,1,1,0,0,10,0,6.5381400,1,3.9120230 
16,49,1,0,0,1,0,0,0,10,0,6.6293600,2,3.8918203 
17,45,1,0,0,1,0,0,0,10,0,6.7226300,3,3.8066625 
18,43,1,1,0,1,1,0,0,10,0,6.8648500,4,3.7612001 
19,49,1,0,0,1,1,0,0,10,0,6.8762600,5,3.8918203 
20,44,1,0,0,1,1,0,1,10,0,6.7580900,6,3.7841896 
21,38,1,0,0,1,1,0,1,10,0,6.7696400,7,3.6375862 
7,47,1,0,0,1,0,1,1,10,0,5.7525700,1,3.8501476 
8,45,1,0,0,1,0,1,1,10,0,5.7525700,2,3.8066625 
9,46,1,0,0,1,0,1,1,10,0,5.8805300,3,3.8286414 
10,41,1,0,0,1,0,1,1,10,0,5.9454200,4,3.7135721 
11,48,1,0,0,1,0,1,1,10,0,6.0354800,5,3.8712010 
12,45,1,0,0,1,0,1,1,10,0,6.0258700,6,3.8066625 
13,39,1,0,0,1,0,1,1,10,0,6.1654200,7,3.6635616 
9,46,1,1,0,1,1,0,1,12,0,6.9057500,1,3.8286414 
10,43,1,1,0,1,1,0,1,12,0,6.9057500,2,3.7612001 
11,40,1,1,0,1,1,0,1,12,0,7.1452000,3,3.6888795 
12,43,1,0,0,1,1,0,1,12,0,7.2254800,4,3.7612001 
13,50,1,0,0,1,1,0,1,12,0,7.3330200,5,3.9120230 
14,49,1,1,0,1,1,0,1,12,0,7.4085300,6,3.8918203 
15,48,1,1,0,1,1,0,1,12,0,7.3460100,7,3.8712010 
22,42,1,1,1,0,1,0,0,10,0,6.3716100,1,3.7376696 
23,48,1,1,1,0,1,0,0,10,0,6.4692500,2,3.8712010 
24,48,1,1,1,0,1,0,0,10,0,6.5694800,3,3.8712010 
25,43,1,1,1,0,1,0,0,10,0,6.5117500,4,3.7612001 
26,52,1,1,1,0,1,0,0,10,0,6.5652600,5,3.9512437 
27,52,1,1,1,0,1,0,0,10,0,6.6463900,6,3.9512437 
28,52,1,1,1,0,1,0,0,10,0,6.7334000,7,3.9512437 
36,48,1,0,0,1,1,0,0,7,0,6.3969300,1,3.8712010 
37,44,1,0,0,1,1,0,0,7,0,6.4769700,2,3.7841896 
38,45,1,0,0,1,1,0,0,7,0,6.5510800,3,3.8066625 
39,50,1,0,0,1,1,0,0,7,0,6.6200700,4,3.9120230 
40,50,1,0,0,1,1,0,0,7,0,6.6656800,5,3.9120230 
41,50,1,0,0,1,1,0,0,7,0,6.6846100,6,3.9120230 
42,40,1,0,0,1,1,0,0,7,0,6.7093000,7,3.6888795 
37,50,1,0,1,0,1,0,1,10,0,6.4769700,1,3.9120230 
38,26,1,0,1,0,1,0,0,10,0,6.3543700,2,3.2580965 
39,24,1,0,1,0,1,0,1,10,0,6.3543700,3,3.1780538 
40,39,1,0,1,0,1,0,1,10,0,6.5072800,4,3.6635616 
41,51,1,0,1,0,1,0,1,10,0,6.5971500,5,3.9318256 
42,44,1,0,1,0,1,0,1,10,0,6.6631300,6,3.7841896 
43,46,1,0,1,0,1,0,1,10,0,6.6200700,7,3.8286414 
9,50,1,0,0,1,0,1,0,7,1,5.4380800,1,3.9120230 
10,44,1,0,0,1,0,1,0,7,1,5.5606800,2,3.7841896 
11,50,1,0,0,1,0,1,0,7,1,5.5797300,3,3.9120230 
